Religion Graduate Student Organization,,,,,,
Religion Undergraduate Student Association,,,,,,
Rem on Campus,,,,,,
Rinker School of Construction Management Doctoral Student Association,,,,,,
Rock Climbing Club,,,,,,
Rowdy Reptiles,,,,,,
Royal for a Reason,,,,,,
Russian Culture Club,,,,,,
S.I.F.T.,,,,,,
Sabor Latino Dance Team,,,,,,
Sailing Team,,,,,,
Sankofa African American Studies Society,,,,,,
School of Natural Resources and Environment - Graduate Student Council,,,,,,
School Psychology Graduate Student Association,,,,,,
Science Communigators,,,,,,
Scrabble Society,,,,,,
Secular Student Alliance,,,,,,
Securities Analysis Club,,,,,,
Semiconductor Career Readiness Organization,,,,,,
"Sexual Assault Advocacy, Fundraising, Education, & Resources",,,,,,
Shakespeare in the Park,,,,,,
She's the First,,,,,,
Shoes 4 Smiles,,,,,,
Sigma Alpha,,,,,,
Sigma Alpha Iota,,,,,,
SIGMA ALPHA MU,,,,,,
SIGMA CHI,,,,,,
Sigma Gamma Tau,,,,,,
SIGMA KAPPA,,,,,,
SIGMA LAMBDA BETA,,,,,,
SIGMA NU,,,,,,
SIGMA PHI EPSILON,,,,,,
Sigma Phi Lambda,,,,,,
SIGMA SIGMA RHO,,,,,,
Signing Gator,,,,,,
Sikh Students Association,,,,,,
"SISTUHS, Incorporated",,,,,,
Skate’n Roll,,,,,,
SKY,,,,,,
Smiley Gator,,,,,,
Snacks in Yaks,,,,,,
Social Advocacy Coalition,,,,,,
Society for Advancement of Chicanos/Hispanics and Native Americans in Science Florida Chapter,,,,,,
Society For Biomaterials,,,,,,
Society for Conservation Biology Florida Chapter,,,,,,
"Society for Early Music Performance, Research, and Analysis",,,,,,
Society for Health Systems,,,,,,
"Society for Musicology, Analysis, Research and Theory",,,,,,
Society for Viral Studies,,,,,,
Society of Asian Scientists and Engineers,,,,,,
Society of Automotive Engineers,,,,,,
Society of Composers Incorporated Student Chapter,,,,,,
Society of Environmental Engineers,,,,,,
Society of Female Industrial Engineers,,,,,,
Society of Health and Medical Physics Students,,,,,,
Society of Hispanic Professional Engineers,,,,,,
Society of Physics Students,,,,,,
Society of Sales Engineers,,,,,,
Society of Software Developers,,,,,,
Society of Undergraduate Future Surgeons,,,,,,
Society of Women Engineers,,,,,,
Society of Young Behavior Analysts,,,,,,
SODA: Student Organ Donation Advocates,,,,,,
Software Engineering Club,,,,,,
Soil and Water Sciences Graduate Student Association,,,,,,
Solace,,,,,,
Solar Gator,,,,,,
Sonic Computing Organization,,,,,,
Sources of Strength,,,,,,
South Asian Political Affairs,,,,,,
South Florida Graduate Student Organization,,,,,,
Space Systems Design Club,,,,,,
Sparks Magazine,,,,,,
Special Olympics College,,,,,,
Speech and Debate Society,,,,,,
Spoon University,,,,,,
Sports Analytics Club,,,,,,
Squash,,,,,,
Standing Room Only,,,,,,
Statistics Club,,,,,,
Stomp the Swamp,,,,,,
Strong Roots Movement,,,,,,
Student Academy of Audiology,,,,,,
Student Admissions Officers,,,,,,
Student Affairs Graduate Association,,,,,,
Student Animal Alliance,,,,,,
Student Association of Veterinary Oncology,,,,,,
Student Association of Veterinary Surgery,,,,,,
Student Chapter of the American Association of Equine Practitioners,,,,,,
Student Chapter of the American Chemical Society,,,,,,
Student Chapter of the American College of Veterinary Internal Medicine,,,,,,
Student Chapter of the American Holistic Veterinary Medical Association,,,,,,
Student Chapter of the American Veterinary Medical Association,,,,,,
Student Chapter of the Association of Shelter Veterinarians,,,,,,
Student Chapter of the Polymer and Polymer Materials Science and Engineering Divisions ACS,,,,,,
Student Chapter of the Society for Theriogenology,,,,,,
Student Chapter of the Wildlife Disease Association,,,,,,
Student Chapter of Veterinary Diagnostic Imaging,,,,,,
Student Finance Group,,,,,,
Student Government,,,,,,
Student Government Senate,,,,,,
Student Honors Organization,,,,,,
Student Information Security Team,,,,,,
Student Investment Club,,,,,,
Student National Cannabis Bar Association,,,,,,
Student National Dental Association,,,,,,
Student National Pharmaceutical Association,,,,,,
Student National Pharmaceutical Association - Jacksonville,,,,,,
Student National Pharmaceutical Association-Orlando,,,,,,
Student Occupational Therapy Association,,,,,,
Student Physical Therapy Association,,,,,,
Student Planning Association,,,,,,
Student Research Institute,,,,,,
Student Society for Musicology,,,,,,
Student Society of Health-System Pharmacists - Gainesville,,,,,,
Student Society of Health-System Pharmacy-Orlando Campus,,,,,,
Student Veterinary Emergency and Critical Care Society,,,,,,
Student/Farmworker Alliance,,,,,,
Students Against Mass Incarceration,,,,,,
Students Against Melanoma,,,,,,
Students Eat Right,,,,,,
Students for international Veterinary Opportunities,,,,,,
Students for Justice in Palestine,,,,,,
Students for Salt,,,,,,
Students for Sensible Drug Policy,,,,,,
Students for the New Urbanism,,,,,,
Students Organize for Syria ,,,,,,
Study Abroad Peer Advisors,,,,,,
Sunshine Forum,,,,,,
Surf & Skim Club,,,,,,
Surfrider Foundation Gator Club,,,,,,
Survival Club,,,,,,
Sustainable Ocean Alliance,,,,,,
Swamp Launch,,,,,,
Swamp Records,,,,,,
SwampHacks,,,,,,
Taiwanese Student Association,,,,,,
Take a Break and Bake,,,,,,
Take Action Florida,,,,,,
TAMID Group,,,,,,
Tau Beta Pi,,,,,,
TAU EPSILON PHI,,,,,,
TAU KAPPA EPSILON,,,,,,
Tau Sigma National Honor Society,,,,,,
Tea Literary & Arts Magazine,,,,,,
Team Florida Collegiate Cycling Club,,,,,,
Thai-Lao Student Association,,,,,,
The Aggregate,,,,,,
The American Society of Interior Designers and International Interior Design Association,,,,,,
The Armenian Student Association,,,,,,
"The Association of Black Psychologists, Gator Chapter",,,,,,
The Belly Gator,,,,,,
The Billy Mitchell Drill Team,,,,,,
"The Center For OCD, Anxiety and Related Disorders: Undergraduate Division",,,,,,
The Criminal Law Association,,,,,,
The Entomology Club,,,,,,
The First Generation Professionals Society,,,,,,
The Founders Fund,,,,,,
The GAITOR Club,,,,,,
The Gator Chapter for The Children’s Heart Foundation,,,,,,
The Gator Chapter of NAACP,,,,,,
The Gator Chapter of the National Association of Black Journalists: Association of Black Communicators,,,,,,
The Greek Giving Initiative,,,,,,
The Honey Bee Club,,,,,,
The Linguistics Society,,,,,,
The Mount Retreat,,,,,,
The Navigators,,,,,,
The Neuroscience Club,,,,,,
The Portrait Project,,,,,,
The Retail Society,,,,,,
The Sedoctaves,,,,,,
The Sirens A Cappella,,,,,,
The Society for Collegiate Leadership and Achievement,,,,,,
The Society of PC Building,,,,,,
The Undergraduate American Medical Women's Association,,,,,,
The Women's Network,,,,,,
The Youth Movement Against Alzheimer's,,,,,,
Theatre Strike Force,,,,,,
Theme Park Engineering & Design Club,,,,,,
Themed Entertainment Association @ Florida,,,,,,
Theta Alpha Christian Sorority,,,,,,
THETA CHI,,,,,,
THETA NU XI,,,,,,
Theta Tau Professional Engineering Fraternity,,,,,,
Thou Mayest,,,,,,
Thrift Club,,,,,,
Tone Def A Cappella,,,,,,
"Tourism, Hospitality & Event Management Society",,,,,,
Tower Yearbook,,,,,,
"Trans, Non-Binary & Intersex Health + Wellness Initiative",,,,,,
Treasure Coast Graduate Student Organization,,,,,,
TriGator,,,,,,
TRIO HONOR SOCIETY,,,,,,
Tropical Conservation and Development Student Group,,,,,,
Turkish Student Association,,,,,,
Turning Point USA,,,,,,
"U Matter, We Care Ambassadors",,,,,,
Udaya,,,,,,
Ukulele Club,,,,,,
Unashamed,,,,,,
UNBND,,,,,,
Undergraduate Florida Anthropology Student Association,,,,,,
Undergraduate Philosophy Society,,,,,,
Undergraduate Physical Therapy Association,,,,,,
Undergraduate Psychiatry & Psychology Association,,,,,,
Undergraduate Public Health Association,,,,,,
Undergraduate Real Estate Society,,,,,,
Underwater Hockey,,,,,,
Union de Estudiantes Puertorriquenos Activos,,,,,,
University Economics Society,,,,,,
University Film Society,,,,,,
University Gospel Choir,,,,,,
University Habitat for Humanity,,,,,,
University Math Society,,,,,,
University Rebuilding Together,,,,,,
University Singers,,,,,,
Unmanned Autonomous Vehicle Club,,,,,,
Vegan Eating for Gator,,,,,,
Venezuelan Student Association,,,,,,
Veterinarians in One Health,,,,,,
"Veterinary Alliance for Leadership, Inclusion, and Diversity",,,,,,
Veterinary Business Management Association,,,,,,
Veterinary Graduate Student Association,,,,,,
Veterinary Wellness Society,,,,,,
Vida Springs Students,,,,,,
Vietnamese Student Organization,,,,,,
Volunteers Around the World,,,,,,
voxGraphis,,,,,,
Wahines Of the Waves,,,,,,
Wakeboard Club,,,,,,
Warrington Book Club,,,,,,
Warrington Goes Green,,,,,,
Weightlifting Club,,,,,,
Wertheim Engineers’ Biotechnology Organization,,,,,,
Wetlands Club,,,,,,
Wheelchair Basketball Association,,,,,,
Wildlife Graduate Student Association,,,,,,
"Wildlife, Zoological, and Avian Animal Medicine Club",,,,,,
Women Building Women,,,,,,
Women in Computer Science and Engineering,,,,,,
Women in Economics,,,,,,
Women in Electrical and Computer Engineering,,,,,,
Women in Mathematics and Statistics,,,,,,
Women in Science and Engineering,,,,,,
Women of Warrington,,,,,,
Women's Basketball Club,,,,,,
Women's Club Flag Football,,,,,,
Womens Club Lacrosse,,,,,,
Women's Club Soccer,,,,,,
Women's Health Advocacy Alliance,,,,,,
Women's Rugby Club,,,,,,
Women's Student Association,,,,,,
Women's Transportation Seminar,,,,,,
Women's Ultimate Frisbee,,,,,,
Women's Volleyball,,,,,,
Women's Water Polo,,,,,,
Womxn's History Initiative,,,,,,
Wrestling,,,,,,
Xtraordinary Joy Student Chapter,,,,,,
Yellow Bench Club,,,,,,
Young Americans for Freedom,,,,,,
Young Democratic Socialists of America,,,,,,
Young Life College,,,,,,
ZETA BETA TAU,,,,,,
ZETA TAU ALPHA,,,,,,
